Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue USD,Event Source,Is Receipt Validated,Partner,Media Source,Channel,Keywords,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Sub Site ID,Sub Param 1,Sub Param 2,Sub Param 3,Sub Param 4,Sub Param 5,Cost Model,Cost Value,Cost Currency,Contributor 1 Partner,Contributor 1 Media Source,Contributor 1 Campaign,Contributor 1 Touch Type,Contributor 1 Touch Time,Contributor 2 Partner,Contributor 2 Media Source,Contributor 2 Campaign,Contributor 2 Touch Type,Contributor 2 Touch Time,Contributor 3 Partner,Contributor 3 Media Source,Contributor 3 Campaign,Contributor 3 Touch Type,Contributor 3 Touch Time,Region,Country Code,State,City,Postal Code,DMA,IP,WIFI,Operator,Carrier,Language,AppsFlyer ID,Advertising ID,IDFA,Android ID,Customer User ID,IMEI,IDFV,Platform,Device Type,OS Version,App Version,SDK Version,App ID,App Name,Bundle ID,Is Retargeting,Retargeting Conversion Type,Attribution Lookback,Reengagement Window,Is Primary Attribution,User Agent,HTTP Referrer,Original URL
click,6/8/2016 11:13,6/8/2016 11:17,6/8/2016 11:17,install,,,,,SDK,,,tapjoy_int,,,TapJoy_AE_Android_FBC,,,,,,,78ed31b7f5aa63066a5644de9d7cb554e66a1edcf33ed3c4b67cc15828755c5c418c841a2fe2273713cfaefe8904c6cbab848577b73962ae84116499357af4b04c91b3b18c6eedd17be1bc24f5bf607b022d6af485274017003f415a735e5880,,,,,,,,,,,,,,,,,,,,,,,,,AS,AE,DU,Dubai,None,None,109.199.33.66,TRUE,etisalat,etisalat,en-US,1405384550387-4502551533773704515,55355155-0cc4-4c3f-cf05-c5b0d3f1c1c3,,,,,,android,samsung-SM-J105H,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J105H Build/LMY47V),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_AE_Android_FBC&android_id=&mac=&advertising_id=77297199-1ac6-6c3e-af19-a9b1d3e1c1c3&af_siteid=78ed31b7f7aa63166a7666de9d7cb776e66a1edcf33ed3c6b67cc17828777c7c618c861a2fe2273713cfaefe8916c6cbab868777b73962ae86116699377af6b16c91b3b18c6eedd17be1bc26f7bf617b122d6af687276117113f617a737e7881
click,6/8/2016 11:13,6/8/2016 11:16,6/8/2016 11:16,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_AU_FBC_2016-03-28,,,,,,,,,22942,,,,,,,,,,,,,,,,,,,,,,,AU,AU,NSW,Dignams Creek,2546,None,1.82.39.286,TRUE,YES OPTUS,YES OPTUS,en-AU,1405384570175-1257744772523450551,3b567037-c0fc-470c-5077-07c6f7fd11d6,,,,,,android,samsung-GT-I9305T,4.3,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.3; GT-I9305T Build/JSS15J),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_AU_FBC_2116-13-28&clickid=197728c7-8f72-6f6a-9e72-318aed76fd1e&advertising_id=3b768138-c1ea-681c-9187-18c6e8fd11d6&af_sub1=22962&redirect=false&android_id=
click,6/8/2016 11:12,6/8/2016 11:16,6/8/2016 11:16,install,,,,,SDK,,,nativex_int,,,CC_AND_SA_FBC_2016-06-06,,,,,,,19416,,,,,,,,,,,,,,,,,,,,,,,,,EU,DE,NW,Cologne,50999,276002,96.38.91.166,TRUE,,,en-AE,1405384507738-8537557275887075011,5c1f5d15-c367-4f73-b67f-53f771bffc06,,,,,,android,android-android,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; android Build/JDQ39),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=CC_AND_SA_FBC_2116-16-16&advertising_id=7a1f9d19-c368-6e83-b68e-92f871bffc16&af_siteid=19616&ACTIONID=1813
click,6/8/2016 11:01,6/8/2016 11:16,6/8/2016 11:16,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,44619,,,,,,,,,,,,,,,,,,,,,,,AS,SA,2,Jiddah,21441,None,196.88.68.169,TRUE,Virgin Mobile,Virgin Mobile,en-US,1405384255304-451503778317552700,f5cf35c6-7337-4ff5-c10c-cd0cf5753c75,,,,,,android,Hisense-HS-U970,4.2.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.2.1; HS-U970 Build/JOP40D),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=61871991-1bee-61c1-b666-318ae18e7613&advertising_id=e9ae27c6-7338-6ee9-a11c-ad1ce9793c79&af_sub1=66619&redirect=false&android_id=
click,6/7/2016 13:53,6/8/2016 11:16,6/8/2016 11:16,install,,,,,SDK,,,tapjoy_int,,,TapJoy_AE_Android_FBC,,,,,,,579bbc5ecdc5237c7ca51f3eca607a2f28070a1c9cd19b4a89a3fc75bb186808dce5e76a7fd54a244298a510a30a3fe398d153f13a9b04e2b1604e3d5ab0077045151547e528cade770a8db1b9631c8515a43fc38fdd70560cc7ee46b1c37372,,,,,,,,,,,tapjoy_int,TapJoy_AE_Android_FBC,click,6/7/2016 13:53,,tapjoy_int,TapJoy_AE_Android_FBC,click,6/7/2016 11:47,,tapjoy_int,TapJoy_AE_Android_FBC,click,6/7/2016 11:46,AS,AE,AZ,Abu Dhabi,None,None,92.99.82.8,TRUE,,,sv-SE,1405384225077-1457117772077535850,3d6d57b1-3ff5-47b7-534f-37fbc5f5564d,,,,,,android,samsung-SM-T561,4.4.4,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-T561 Build/KTU84P),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_AE_Android_FBC&android_id=&mac=&advertising_id=3d6d97b1-2ee7-67b8-926f-37fba7e9966d&af_siteid=779bbc7ecdc7237c7ca71f3eca617a2f28171a1c9cd19b6a89a3fc77bb186818dce7e76a7fd76a266298a711a31a3fe398d173f13a9b16e2b1616e3d7ab1177167171767e728cade771a8db1b9631c8717a63fc38fdd71761cc7ee66b1c37372
click,6/8/2016 11:14,6/8/2016 11:16,6/8/2016 11:16,install,,,,,SDK,,,sponsorpay_int,,,UK_FBConnect,,,,,,,,,22369,,,,,,,,,,,,,,,,,,,,,,,EU,UK,CON,Falmouth,tr11 2,826046,66.110.233.101,TRUE,,,en-GB,1405384578450-8745152874324217848,717533c4-316c-4363-c703-1cc37d5501c1,,,,,,android,samsung-GT-P3110,4.2.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-P3110 Build/JDQ39),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=UK_FBConnect&clickid=d67f6667-3bc2-61af-bf36-218a1668c37e&advertising_id=817722a6-316c-6262-a713-1aa38d7911c1&af_sub1=22369&redirect=false&android_id=
click,6/8/2016 11:11,6/8/2016 11:15,6/8/2016 11:15,install,,,,,SDK,,,motive_int,,,CC_AND_US_2016-05-16_68332,,,,,,,68332,,,,,,,,,,,tapjoy_int,TapJoy_US_Android_FBC,click,6/8/2016 11:10,,,,,,,,,,,NA,US,KS,Ottawa,66067,616,109.222.133.239,TRUE,,T-Mobile,da-DK,1405384251355-0570714754744854755,053b113c-7c6b-4fc5-cc61-3ffb7330ff70,,,,,,android,samsung-SM-G925T,6.0.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G925T Build/MMB29K),,http://app.appsflyer.com/com.appsflyer.sender?pid=motive_int&c=CC_AND_US_2116-17-16_68332&clickid=3777799376&o=78813&af_siteid=68332&af_cost_model=&af_cost_value=&af_cost_currency=&advertising_id=192b112c-7c6b-6ec9-aa61-2efb7331fe81
click,6/8/2016 10:59,6/8/2016 11:15,6/8/2016 11:15,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,27093,,,,,,,,,,,,,,,,,,,,,,,AS,SA,4,Khobar,31952,None,93.166.169.229,TRUE,,,sv-SE,1405355741432-4277550577853757218,0153536b-fc57-4ff6-b7f5-1fd50f03336f,,,,,,android,HUAWEI-HUAWEI Y221-U22,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; HUAWEI Y221-U22 Build/HUAWEIY221-U22),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=327a668e-19ab-6aa7-b6dc-618ad8f7e9bc&advertising_id=1173936b-fa97-6ff6-b8e9-1fd91f12326f&af_sub1=27193&redirect=false&android_id=
click,6/8/2016 11:12,6/8/2016 11:14,6/8/2016 11:14,install,,,,,SDK,,,jumprampgames_int,,,android_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,WA,Bellevue,98006,819,192.56.169.156,FALSE,,MetroPCS,ar-SA,1405384415555-2205158753071714555,fc467bcc-3530-4041-bd65-76dfc1c7b57f,,,,,,android,samsung-SM-G530T1,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G530T1 Build/LMY47X),,http://app.appsflyer.com/com.appsflyer.sender?pid=jumprampgames_int&c=android_us&clickid=u-c6b9169b-2df8-666e-82b1-66b68717b7ce_1_1.692196111667386367_611&advertising_id=fa667bca-2921-6161-bd69-76dea1a7b78f
click,6/8/2016 11:13,6/8/2016 11:13,6/8/2016 11:13,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_AU_FBC_2016-03-28,,,,,,,,,12680,,,,,,,,,sponsorpay_int,PK_AND_AU_FBC_2016-03-28,click,6/8/2016 11:13,,sponsorpay_int,PK_AND_AU_FBC_2016-03-28,click,6/8/2016 11:10,,sponsorpay_int,PK_AND_AU_FBC_2016-03-28,click,6/8/2016 11:10,AU,AU,NSW,Homebush,2140,None,1.188.96.285,FALSE,Telstra,Telstra Mobile,sv-SE,1405384427218-2155557332241533223,dd6c5746-f754-46df-c70f-44b3473df14f,,,,,,android,samsung-SM-G920I,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G920I Build/LMY47X),https://offer.fyber.com/mobile?impression=true&appid=12680&uid=2635873782&client=api&platform=android&appname=Android+-+Sandbox&traffic_source=offer_api&country_code=AU&pubid=14525&ip=1.144.96.245&pub0=1&pub1=SPP&pub2=Android&pub3=54630&pub4=HotOrNot&pub5=1.144.96.245&google_ad_id=dd6c9846e85446dfa80f44b2482de14e&ad_id=934919&os_version=5.1&ad_format=offer&group=Fyber&sig=2c87cb751c6f4400b3a50ca79ead7275e8cb5add,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_AU_FBC_2116-13-28&clickid=1a7212e2116666778dc6618a197a7821&advertising_id=dd6c9866-e876-66df-a81f-66b2682de16e&af_sub1=12681
click,6/8/2016 11:13,6/8/2016 11:13,6/8/2016 11:13,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,31773,,,,,,,,,sponsorpay_int,PK_AND_SA_FBC_2016-05-24,click,6/8/2016 11:10,,,,,,,,,,,AS,SA,4,Al Hufuf,31982,None,98.96.31.166,TRUE,mobily,mobily,en-SA,1405384410445-4431787308374877305,4145514c-6336-4f01-75fd-dccbf3cb7535,,,,,,android,samsung-SM-G900F,5,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.0; SM-G900F Build/LRX21T),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=b787211e-2a63-6173-a626-a18afd38737b&advertising_id=6169716a-6336-6e11-89ed-dacbf2ab8729&af_sub1=31773&redirect=false&android_id=
click,6/8/2016 11:09,6/8/2016 11:13,6/8/2016 11:13,install,,,,,SDK,,,tapjoy_int,,,TapJoy_UK_Android_FBC,,,,,,,634aa6a4a2fdf793d042c58e3df45053a5af7c7ce64cd0486b0f44589db68b866ee5c4cac3db2c6c64aa963edf6f17da3c4986dfeeaef81433503226f3a2176512e8defebe5b6ea7c79d5a820c90eed61d4df286d60aaf5d61b466c8d9182ec8,,,,,,,,,,,tapjoy_int,TapJoy_UK_Android_FBC,click,6/8/2016 11:07,,,,,,,,,,,EU,UK,NYM,Newry,bt34 2,826035,90.255.163.165,TRUE,,vodafone UK,en-GB,1405384170718-4750877445355871032,c551554c-f3cf-4f3c-cc14-dbd465cf30d0,,,,,,android,Vodafone-Vodafone Smart ultra 6,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; Vodafone Smart ultra 6 Build/LMY47V),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_UK_Android_FBC&android_id=&mac=&advertising_id=c771976a-f3af-6f3c-ac16-dbd669af21d1&af_siteid=636aa6a6a2fdf793d162c78e3df67173a7af7c7ce66cd1686b1f66789db68b866ee7c6cac3db2c6c66aa963edf6f17da3c6986dfeeaef81633713226f3a2176712e8defebe7b6ea7c79d7a821c91eed61d6df286d61aaf7d61b666c8d9182ec8
click,6/8/2016 11:12,6/8/2016 11:13,6/8/2016 11:13,install,,,,,SDK,,,googleadwords_int,Search,,357297158,357297158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,FL,Tampa,33611,539,193.65.206.93,TRUE,Verizon Wireless,Verizon Wireless,da-DK,1405384474540-8757555517117133201,fd377773-7cf0-4f77-bf77-3ff54b5f0316,,,,,,android,motorola-XT1080,4.4.4,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.4; XT1080 Build/SU6-7.7),,http://play.google.com/store/apps/details?id=com.appsflyer.sender&referrer=network%3Dg%26creative%3D98971683278%26campaignid%3D377297178%26keyword%3Dtulas%2721games%26matchtype%3De%26loc_physical_ms%3D9112112%26gclid%3DCj1KEQjwhN-6BRCJsePgxru9iIwBEiQAI8rq8_veRAP8J1zzkx7IJy-MRUDpX-NFUeMNIhkG2WTHFDEaAjWO8P8HAQ&gclid=Cj1KEQjwhN-6BRCJsePgxru9iIwBEiQAI8rq8_veRAP8J1zzkx7IJy-MRUDpX-NFUeMNIhkG2WTHFDEaAjWO8P8HAQ
click,6/8/2016 11:11,6/8/2016 11:13,6/8/2016 11:13,install,,,,,SDK,,,tapjoy_int,,,TapJoy_US_Android_FBC,,,,,,,fb9e95c6296a8481a919972d5df3e5e81d51ccd6846b40436652283bc18a45e78a441b15a05a624726ef8d03a4a491f972fd0a2fd77b426ded317f9f13f9fc9131d030771844080cdcfb08cd69dbfc8a1243bf5797df020d3b9c316076d0c6cd,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,GA,Atlanta,30319,524,109.99.193.89,FALSE,,AT&T,en-GB,1405384377273-5474382543305508734,355f3fbf-f035-4c30-bbf5-f7dc443f3f73,,,,,,android,asus-ASUS MeMO Pad 7,4.4.4,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.4; ASUS MeMO Pad 7 Build/KTU84P),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_US_Android_FBC&android_id=&mac=&advertising_id=379f3ebf-f127-6a21-bbe9-e7dc663e3f83&af_siteid=fb9e97c6296a8681a919972d7df3e7e81d71ccd6866b61636672283bc18a67e78a661b17a17a626726ef8d13a6a691f972fd1a2fd77b626ded317f9f13f9fc9131d131771866181cdcfb18cd69dbfc8a1263bf7797df121d3b9c316176d1c6cd
click,6/8/2016 11:08,6/8/2016 11:12,6/8/2016 11:12,install,,,,,SDK,,,tapjoy_int,,,TapJoy_UK_Android_FBC,,,,,,,a20f8a8bf6af9bd60df058342df577b099e38829633691bc57ed48702926647b2691b9bd66999075c076d3b7b07453987cdc8d0a3049252354c90ab88f2122a14aa1365b12e5e7b39880fab2c498d36e1494f617df308edb096e47415023dbba,,,,,,,,,,,,,,,,,,,,,,,,,EU,UK,LND,London,ec4n 1,826044,166.29.168.159,FALSE,3,3,en-US,1405384257453-8371577471035157055,dc7b657d-cc30-4f17-53dd-70033cbfd35f,,,,,,android,samsung-SM-G800F,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G800F Build/KOT49H),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_UK_Android_FBC&android_id=&mac=&advertising_id=da7b678d-ac31-6f18-92dd-81122abfd39e&af_siteid=a21f8a8bf6af9bd61df178362df777b199e38829633691bc77ed68712926667b2691b9bd66999177c176d3b7b17673987cdc8d1a3169272376c91ab88f2122a16aa1367b12e7e7b39881fab2c698d36e1696f617df318edb196e67617123dbba
click,6/8/2016 11:05,6/8/2016 11:12,6/8/2016 11:12,install,,,,,SDK,,,nativex_int,,,AU_CPA-FBC_03-28-2016,,,,,,,27004,,,,,,,,,,,,,,,,,,,,,,,,,AU,AU,QLD,Strathpine,4500,None,1.120.168.193,TRUE,T-Mobile,T-Mobile,sv-SE,1405383501308-1855747335375510571,651b15ff-c5cc-401b-560d-5113f6755737,,,,,,android,samsung-GT-N7100,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-N7100 Build/KOT49H),http://m.rewardbox.net/home,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=AU_CPA-FBC_13-28-2116&advertising_id=691b17ee-c9aa-611b-961d-7112f6899727&af_siteid=27116&ACTIONID=1813
click,6/8/2016 11:10,6/8/2016 11:12,6/8/2016 11:12,install,,,,,SDK,,,tapjoy_int,,,TapJoy_SA_Android_FBC,,,,,,,193dc08febcf5f9120f1d89d91b7bf64d592086db119f99ef11e92ffbde4e07a6baab5d3e77f4565d78e06687f0feb14b0e2b87c8aed5e5f062012654ce621e4deb8d8e3b67c5d39eb3c7434c3b992ed094982ff6fe2428e3840bbecc93f53ec,,,,,,,,,,,,,,,,,,,,,,,,,AS,SA,1,Riyadh,11411,None,39.105.151.218,TRUE,mobily,mobily,en-GB,1405384324151-2120877357377087130,c3c11cf1-3466-40d7-b75d-c5cd5b6f0bf0,,,,,,android,samsung-SM-G925I,6.0.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G925I Build/MMB29K),,http://app.appsflyer.com/com.appsflyer.sender?pid=tapjoy_int&c=TapJoy_SA_Android_FBC&android_id=&mac=&advertising_id=a3c11cf1-3666-61d7-b89d-c9cd9b6e1be1&af_siteid=193dc18febcf7f9121f1d89d91b7bf66d792186db119f99ef11e92ffbde6e17a6baab7d3e77f6767d78e16687f1feb16b1e2b87c8aed7e7f162112676ce621e6deb8d8e3b67c7d39eb3c7636c3b992ed196982ff6fe2628e3861bbecc93f73ec
click,6/8/2016 11:08,6/8/2016 11:12,6/8/2016 11:12,install,,,,,SDK,,,jumprampgames_int,,,android_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,CA,Chico,95973,868,196.208.212.108,TRUE,cricket,cricket,en-US,1405384285350-4110857455087880407,d47f7c7d-bb41-4f56-7630-113d301d6cc0,,,,,,android,oneplus-A0001,6.0.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; A0001 Build/MMB29X),,http://app.appsflyer.com/com.appsflyer.sender?pid=jumprampgames_int&c=android_us&clickid=u-7e776b11-2bed-67e2-a8a6-77dc7d29acd1_1_1.211822111667386126_611&advertising_id=d68f8c8d-bb61-6e96-8621-112d311d6ca1
click,6/8/2016 11:10,6/8/2016 11:12,6/8/2016 11:12,install,,,,,SDK,,,jumprampgames_int,,,android_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,GA,Atlanta,30319,524,109.99.216.111,FALSE,,AT&T,en-US,1405384285280-4408487120577508857,537cdf3f-b5df-4f44-57cc-1f07513cd07c,,,,,,android,motorola-XT1045,5.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1; XT1045 Build/LPB23.13-61),,http://app.appsflyer.com/com.appsflyer.sender?pid=jumprampgames_int&c=android_us&clickid=u-1fc166f2-9d66-61f1-a32c-678237e739c6_1_1.716997111667386197_611&advertising_id=738adf2f-b7df-6e66-98cc-1f17712ad18c
click,6/8/2016 10:37,6/8/2016 11:12,6/8/2016 11:12,install,,,,,SDK,,,jumprampgames_int,,,android_us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,TX,San Benito,78586,636,66.66.235.36,TRUE,,MetroPCS,en-GB,1405382285448-4357543881874554877,c33d31b5-553d-4c46-cc5f-36dc5fcfcf4b,,,,,,android,MetroPCS-LGMS330,5.1.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1.1; LGMS330 Build/LMY47V),,http://app.appsflyer.com/com.appsflyer.sender?pid=jumprampgames_int&c=android_us&clickid=u-919962c1-f11b-6e39-b676-c7632a96ba1e_1611_1.732682111667382222_362&advertising_id=c33d21b9-992d-6a66-ac7e-26dc7ecfce6b
click,6/3/2016 20:50,6/8/2016 11:11,6/8/2016 11:11,install,,,,,SDK,,,googleadwords_int,Search,,357295118,357295118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,PA,Coatesville,19320,504,192.56.29.28,FALSE,,T-Mobile,en-GB,1404587387533-1275025725055287383,057531d7-d355-466f-5405-f3b4ff1cff77,,,,,,android,zte-Z970,4.4.4,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.4; Z970 Build/KTU84P),,http://play.google.com/store/apps/details?id=com.appsflyer.sender&referrer=network%3Dg%26creative%3D98973896178%26campaignid%3D377297118%26keyword%3Dtulas%2721kings%26matchtype%3De%26loc_physical_ms%3D9117312%26gclid%3DCj1KEQjw1cS6BRDvhtKL89em1oIBEiQAtZO7xzc8HgxA2KGzDpZHTj6eVJFhrCVt1wPTgQ8F_6kKl1EaAur28P8HAQ&gclid=Cj1KEQjw1cS6BRDvhtKL89em1oIBEiQAtZO7xzc8HgxA2KGzDpZHTj6eVJFhrCVt1wPTgQ8F_6kKl1EaAur28P8HAQ
click,6/6/2016 12:40,6/8/2016 11:11,6/8/2016 11:11,install,,,,,SDK,,,jumprampgames_int,,,android_us,,,,,,,,,,,,,,,,,,jumprampgames_int,android_us,click,6/6/2016 12:40,,,,,,,,,,,NA,US,TX,Georgetown,78626,635,98.192.136.192,TRUE,Sprint,Sprint,en-GB,1405210840515-1175053587050155755,f5505646-c577-4dc5-c35d-ccc64d3cb175,,,,,,android,samsung-SM-N900P,5,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N900P Build/LRX21V),,http://app.appsflyer.com/com.appsflyer.sender?pid=jumprampgames_int&c=android_us&clickid=u-1323ddfd-e611-6781-8967-129becc1b66a_1811_1.236338111667216833_178&advertising_id=e7917666-a977-6da7-a29d-aca66d3ab179
click,6/8/2016 9:34,6/8/2016 11:11,6/8/2016 11:11,install,,,,,SDK,,,sponsorpay_int,,,CC_AND_SA_FBC_2016-05-24,,,,,,,,,21568,,,,,,,,,,,,,,,,,,,,,,,AS,SA,1,Riyadh,11411,None,5.81.69.258,TRUE,,STC,en-AE,1405375438284-3417417117327772300,51d73c7c-3ff7-47d3-b153-f0cfb164c753,,,,,,android,Huawei-T1-701u,4.4.2,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/1.6.0 (Linux; U; Android 4.4.2; T1-701u Build/HuaweiMediaPad),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=CC_AND_SA_FBC_2116-17-26&clickid=61179ae6-992c-6172-bdf7-318a7e8b2187&advertising_id=71d72c8a-2ef7-68d2-b173-f1aeb166c873&af_sub1=21768&redirect=false&android_id=18686dc918bec176
click,6/8/2016 11:09,6/8/2016 11:11,6/8/2016 11:11,install,,,,,SDK,,,sponsorpay_int,,,US_FBConnect,,,,,,,,,44856,,,,,,,,,,,,,,,,,,,,,,,NA,US,KS,Salina,67401,678,108.160.32.69,TRUE,,Verizon Wireless,en-AU,1405384255271-7834547752028187755,b6b4f3df-6573-43d5-bc63-455f575cbc7f,,,,,,android,htc-HTCD100LVWPP,5.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 5.1; HTCD100LVWPP Build/LMY47O),,http://app.appsflyer.com/com.appsflyer.sender?pid=sponsorpay_int&c=US_FBConnect&clickid=1962f237-99ce-6bd9-9872-218a77989af1&advertising_id=b6b6e2df-6972-62d9-bc62-677f789aba8e&af_sub1=66876&redirect=false&android_id=
click,6/8/2016 11:09,6/8/2016 11:11,6/8/2016 11:11,install,,,,,SDK,,,nativex_int,,,US_CPA-FBC_03-03-2016,,,,,,,32628,,,,,,,,,,,,,,,,,,,,,,,,,NA,US,NC,Madison,27025,518,166.162.61.161,FALSE,U.S. Cellular,U.S. Cellular,en-US,1405384230072-7455777732705740475,dd745c0d-dff5-4157-55d0-7b1735fcd430,,,,,,android,samsung-SM-G935R4,6.0.1,2.6.5,v3.3.0,com.appsflyer.sender,AppsFlyer App,com.appsflyer.sender,FALSE,,7d,,,Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G935R4 Build/MMB29M),,http://app.appsflyer.com/com.appsflyer.sender?pid=nativex_int&c=US_CPA-FBC_13-13-2116&advertising_id=&af_siteid=32628&ACTIONID=1813
